RA,DEC,Instrumental_R,InstrumentalR_err,Known_R,KnownR_err
103.02062225000002,-0.30508333,-16.50215651688806,0.0004333039589674331,9.528,0.001
103.01408386,-0.45511112,-16.263379767666734,0.0004639270978704764,9.412,0.001
103.00787354000002,-0.456,-16.07073519073883,0.0004878723082679306,10.427,0.001
102.89054108,-0.19208333,-16.058953819974874,0.0004918650776392428,10.226,
103.15512848,-0.32233334,-15.81955348915837,0.0005200648330455233,10.543,0.004
103.04795837000002,-0.32122222,-15.377946966213862,0.0005684979625349548,11.203,0.001
103.15296173,-0.24211112,-15.504321772396155,0.0005567272694233552,11.566,0.003
103.0769577,-0.33875,-15.385003769097228,0.0005688747638890307,11.664,0.004
103.11645508,-0.22863889,-15.327904853934069,0.0005752569351735648,11.92,0.004
102.87779236,-0.31630555,-15.325757687514496,0.000576263734020917,11.88,0.003
103.16696167,-0.28741667,-15.255291075854466,0.0005816497552420057,11.54,0.004
103.01887512,-0.32730556,-15.646086115981372,0.0005399607088750515,12.191,0.003
102.95658112,-0.35436112,-14.959277099323632,0.0006089092790042827,11.469,0.006
103.04141998,-0.39222223,-14.93899739374498,0.0006113724010266707,12.641,0.005
103.07862854,-0.39244443,-14.940003330318802,0.0006094440933357388,12.596,0.005
102.86245728,-0.26002777,-14.692981764924058,0.0006324983383741912,12.388,0.003
103.0572052,-0.32227778,-14.70898597268473,0.0006282424115539904,12.385,0.004
103.04929352000002,-0.30702779,-14.500746216568238,0.0006401718374488708,12.81,0.005
103.05558014,-0.32788888,-14.434785091064228,0.0006464411197939741,12.316,0.003
103.06874847,-0.32805556,-14.172062411474215,0.000662547031861684,13.383,0.004
103.15853882,-0.27594444,-14.208073055639288,0.0006611275409085369,13.534,0.005
102.96583557,-0.33777779,-14.271297072575821,0.0006577656449668783,13.394,0.014
102.86791992,-0.27372223,-13.993473508791904,0.0006742070150157044,13.718,0.004
103.14537811,-0.25716668,-13.91317816288831,0.00067658662737696,13.532,0.009
102.87308502,-0.41411111,-14.213936192818506,0.0006624758209002587,13.941,0.008
103.15650177000002,-0.28436112,-13.860595668089111,0.0006770675610886428,13.714,0.005
102.88141632,-0.44044444,-13.742441715142357,0.0006853964970432744,13.868,0.007
103.08791351,-0.264,-13.52128813289118,0.0006919197217866214,13.511,0.005
102.91625214,-0.42830557,-13.285188306731401,0.000699638100929551,14.438,0.031
102.96387482,-0.40591668,,0.0007317678810450878,14.777,0.032
103.00450134,-0.40102778,-10.917097758705498,0.0007265102899507608,14.756,0.029
103.04929352000002,-0.38980556,-9.494420077217384,0.0007280213198879847,13.537,0.007
103.08333588,-0.37566668,-11.859729177242373,0.0007211385943262982,13.533,0.01
102.94579315,-0.39627779,-3.5462572573569773,0.0007320652134970165,14.669,0.049
103.08108139,-0.3925,-14.938633163926267,0.0006108222257502514,14.228,0.013
103.02979459,-0.40591668,-13.487057447263089,0.0006921281954451412,14.208,0.041
103.06874847,-0.42447222,-11.331729824221652,0.0007265187181251848,14.95,0.107
103.02716827,-0.42625,-10.636813190836119,0.0007273397981979664,14.611,0.015
103.02716827,-0.42625,-10.636813190836119,0.0007273397981979664,14.611,0.015
103.00450134,-0.44888888,-13.288208317671613,0.0006939842607082586,14.887,0.015
103.09837723,-0.36330554,-11.083604306722075,0.0007236716006509633,14.728,0.017
103.11837288,-0.35263889,-10.277842298086002,0.0007282432316012612,15.021,0.03
103.11837288,-0.35263889,-10.277842298086002,0.0007282432316012612,15.021,0.03
103.08108139,-0.37830555,-11.549444212312519,0.0007234849340859182,15.409,0.071
103.08108139,-0.37830555,-11.549444212312519,0.0007234849340859182,15.409,0.071
103.05958048,-0.38805556,-8.795201998452665,0.0007301189892167577,15.784,0.094
103.05958048,-0.38805556,-8.795201998452665,0.0007301189892167577,15.784,0.094
103.07275415,-0.38175,-9.314980763901703,0.000729097568008456,16.028,0.183
103.07275415,-0.38175,-9.314980763901703,0.000729097568008456,16.028,0.183
103.05841829,-0.38566668,-10.28773242460468,0.0007273777507011307,16.253,0.257
103.05841829,-0.38566668,-10.28773242460468,0.0007273777507011307,16.253,0.257
103.04691466,-0.39022223,-10.66520398419772,0.0007268120632472978,16.525,0.328
103.04691466,-0.39022223,-10.66520398419772,0.0007268120632472978,16.525,0.328
103.03838348,-0.3955,-13.059622394223329,0.0007037515497592839,16.772,0.41
103.03838348,-0.3955,-13.059622394223329,0.0007037515497592839,16.772,0.41
103.03076172,-0.40036112,-10.658049657549624,0.0007269694924598779,17.033,0.494
103.03076172,-0.40036112,-10.658049657549624,0.0007269694924598779,17.033,0.494
