RA,DEC,Instrumental_V,InstrumentalV_err,Known_V,KnownV_err
27.64324188,67.69808197,-15.874685901238179,0.0005393609007415661,12.158,0.001
27.88089561,67.71084595,-15.504258294560936,0.000588109447474958,12.455,0.003
27.64975739,67.73271942,-14.044683332592488,0.000729821124250551,14.407,0.002
27.7927494,67.65895844,-13.377788069038285,0.0007615292234435947,14.414,0.006
27.62024498,67.73627472,-14.566168390978333,0.000692473019632699,14.579,0.002
