RA,DEC,Instrumental_V,InstrumentalV_err,Known_V,KnownV_err
27.64324188,67.69808197,-16.034034872667455,0.0005218049890414687,12.158,0.001
27.88089561,67.71084595,-15.64294022363505,0.0005758907092611725,12.455,0.003
27.64975739,67.73271942,-14.03697310862923,0.0007447954955275918,14.407,0.002
27.7927494,67.65895844,-13.364351621269062,0.0007769795875972098,14.414,0.006
27.62024498,67.73627472,-14.590539032614329,0.0007012072656106813,14.579,0.002
