RA,DEC,Instrumental_I,InstrumentalI_err,Known_I,KnownI_err
27.64324188,67.69808197,-15.895769611179169,0.0005854444493000619,9.577,0.001
27.88089561,67.71084595,-15.162654480455915,0.0007136416567265867,11.108,0.008
27.64975739,67.73271942,-13.470517175424163,0.0009237293615159801,13.15,0.008
27.7927494,67.65895844,-12.302947056778525,0.000982099212421753,14.571,0.013
27.62024498,67.73627472,-14.71613265143331,0.0007862255178523162,11.644,0.003
