RA,DEC,Instrumental_R,InstrumentalR_err,Known_R,KnownR_err
103.02062225000002,-0.30508333,-16.663332508234333,0.00041433305982591735,9.528,0.001
103.01408386,-0.45511112,-16.553397490132575,0.00042823023382288844,9.412,0.001
103.00787354000002,-0.456,-16.35110396264931,0.0004533033176601046,10.427,0.001
102.89054108,-0.19208333,-16.497685209579952,0.0004386144364270172,10.226,
103.15512848,-0.32233334,-16.208990214627942,0.00047552400279927254,10.543,0.004
103.04795837000002,-0.32122222,-15.505780560868503,0.0005592078487127713,11.203,0.001
103.15296173,-0.24211112,-15.900555733449483,0.000515026179393834,11.566,0.003
103.0769577,-0.33875,-15.564505431873371,0.0005532709385061462,11.664,0.004
103.11645508,-0.22863889,-15.691011528988252,0.0005405785493795968,11.92,0.004
102.87779236,-0.31630555,-15.571824256921612,0.0005537207668468154,11.88,0.003
103.16696167,-0.28741667,-15.59462267946907,0.0005514847786194006,11.54,0.004
103.01887512,-0.32730556,-15.680616622131069,0.0005395535848546681,12.191,0.003
102.95658112,-0.35436112,-15.048077971477674,0.0006059898558023716,11.469,0.006
103.04141998,-0.39222223,-15.057244797244673,0.0006049741842354396,12.641,0.005
103.07862854,-0.39244443,-15.08806941598806,0.0006011709928554636,12.596,0.005
102.86245728,-0.26002777,-14.729499924304859,0.0006361664487415458,12.388,0.003
103.0572052,-0.32227778,-14.74867318347074,0.0006301656864048225,12.385,0.004
103.04929352000002,-0.30702779,-14.487146704097764,0.0006479132076226896,12.81,0.005
103.05558014,-0.32788888,-14.421905659532,0.0006541910044742166,12.316,0.003
103.06874847,-0.32805556,-14.172833617290703,0.0006703754743560698,13.383,0.004
103.15853882,-0.27594444,-14.178874227402085,0.0006720401261940122,13.534,0.005
102.96583557,-0.33777779,-14.232246659589183,0.0006670341619318583,13.394,0.014
102.86791992,-0.27372223,-13.94031231467723,0.0006853955940612184,13.718,0.004
103.14537811,-0.25716668,-13.865393886488643,0.0006878128219762346,13.532,0.009
102.87308502,-0.41411111,-14.208713876637749,0.0006669412728041249,13.941,0.008
103.15650177000002,-0.28436112,-13.804279181096755,0.0006893083411568327,13.714,0.005
102.88141632,-0.44044444,-13.693374471877672,0.0006914660917117371,13.868,0.007
103.08791351,-0.264,-13.464968243122053,0.0007029124311002705,13.511,0.005
102.91625214,-0.42830557,-13.218254923876586,0.0007056273661740718,14.438,0.031
102.96387482,-0.40591668,,0.0007378816917104823,14.777,0.032
103.00450134,-0.40102778,-9.769276362939268,0.0007358522449358215,14.756,0.029
103.04929352000002,-0.38980556,-8.645472909367728,0.0007370425591353113,13.537,0.007
103.08333588,-0.37566668,-11.7053735008758,0.0007298944083024061,13.533,0.01
102.94579315,-0.39627779,-8.83326136889406,0.0007387467727567227,14.669,0.049
103.08108139,-0.3925,-15.069341403914247,0.0006036149443844603,14.228,0.013
103.02979459,-0.40591668,-13.397139945805634,0.0007004514603551595,14.208,0.041
103.06874847,-0.42447222,-11.133320698524535,0.0007343683406960926,14.95,0.107
103.02716827,-0.42625,-10.336609639192506,0.0007349630578342571,14.611,0.015
103.02716827,-0.42625,-10.336609639192506,0.0007349630578342571,14.611,0.015
103.00450134,-0.44888888,-13.234435751521316,0.0007009531234791095,14.887,0.015
103.09837723,-0.36330554,-10.69754456381045,0.0007336002428197686,14.728,0.017
103.11837288,-0.35263889,-8.27078517515507,0.0007395171148971194,15.021,0.03
103.11837288,-0.35263889,-8.27078517515507,0.0007395171148971194,15.021,0.03
103.08108139,-0.37830555,-11.32690043089438,0.0007325531789478788,15.409,0.071
103.08108139,-0.37830555,-11.32690043089438,0.0007325531789478788,15.409,0.071
103.05958048,-0.38805556,-9.218622362891818,0.0007374914711608559,15.784,0.094
103.05958048,-0.38805556,-9.218622362891818,0.0007374914711608559,15.784,0.094
103.07275415,-0.38175,-7.860572879022191,0.0007371052430726936,16.028,0.183
103.07275415,-0.38175,-7.860572879022191,0.0007371052430726936,16.028,0.183
103.05841829,-0.38566668,-10.641324843629544,0.0007349339620043225,16.253,0.257
103.05841829,-0.38566668,-10.641324843629544,0.0007349339620043225,16.253,0.257
103.04691466,-0.39022223,-10.715815945383952,0.000734832829532049,16.525,0.328
103.04691466,-0.39022223,-10.715815945383952,0.000734832829532049,16.525,0.328
103.03838348,-0.3955,-13.381825075922984,0.0007020103882473773,16.772,0.41
103.03838348,-0.3955,-13.381825075922984,0.0007020103882473773,16.772,0.41
103.03076172,-0.40036112,-10.487485494977282,0.0007348529922299727,17.033,0.494
103.03076172,-0.40036112,-10.487485494977282,0.0007348529922299727,17.033,0.494
