RA,DEC,Instrumental_I,InstrumentalI_err,Known_I,KnownI_err
103.02062225000002,-0.30508333,-15.729533821677961,0.0005923778156049571,9.519,0.001
103.01408386,-0.45511112,-16.38379494657294,0.0004849994728695534,8.876,0.001
103.00787354000002,-0.456,-15.844691769500535,0.0005714416695310164,10.305,0.001
102.89054108,-0.19208333,-16.129481797421754,0.0005292317747986565,9.905,0.001
103.15512848,-0.32233334,-15.947421792935682,0.0005578014992896516,10.016,0.005
103.04795837000002,-0.32122222,-15.25248248017586,0.0006663482689956066,10.549,0.001
103.15296173,-0.24211112,-15.346014747167898,0.0006543549374606062,11.267,0.005
103.0769577,-0.33875,-14.937753391193953,0.0007115416059048456,11.384,0.004
103.11645508,-0.22863889,-14.864434037228154,0.0007243537941679304,11.725,0.006
102.87779236,-0.31630555,-15.039887739744946,0.0007008220322458763,11.577,0.003
103.16696167,-0.28741667,-15.55347098631045,0.0006220541059275837,10.89,0.005
103.01887512,-0.32730556,-14.910979553831694,0.0007155572460322217,12.105,0.003
102.95658112,-0.35436112,-15.52059805034041,0.0006274001437929998,10.318,0.007
103.04141998,-0.39222223,-14.022046663856038,0.000814241856489502,12.533,0.006
103.07862854,-0.39244443,-14.201885479769793,0.000795640756608085,12.416,0.007
102.86245728,-0.26002777,-14.804854970945911,0.0007324166022715175,11.726,0.003
103.0572052,-0.32227778,-14.658743132861645,0.0007458554558070371,11.712,0.022
103.04929352000002,-0.30702779,-14.234877241265508,0.0007910950967138569,12.316,0.006
103.05558014,-0.32788888,-14.876978205511476,0.0007186592190760271,11.314,0.004
103.06874847,-0.32805556,-14.99799744541448,0.0007027543654077639,13.031,0.005
103.15853882,-0.27594444,-13.272490086886865,0.0008659963222851411,13.333,0.007
102.96583557,-0.33777779,-13.829063940907425,0.0008302426862876343,12.99,0.025
102.86791992,-0.27372223,-13.333815397413781,0.0008648937345254647,13.387,0.019
103.14537811,-0.25716668,-13.447074020136343,0.0008574678931154673,13.101,0.009
102.87308502,-0.41411111,-13.630419005850072,0.0008441006408607486,13.698,0.009
103.15650177000002,-0.28436112,-13.38956201268942,0.0008570745702933299,13.272,0.006
102.88141632,-0.44044444,-12.984267205808685,0.0008799831576213507,13.551,0.01
103.08791351,-0.264,-13.935582051642964,0.00082282026573416,12.629,0.007
102.91625214,-0.42830557,-12.206144605190609,0.0009020991806718571,14.329,0.045
102.96387482,-0.40591668,,0.0009300844980805603,14.662,0.044
103.00450134,-0.40102778,-9.858315815095084,0.0009231920486794219,14.623,0.041
103.04929352000002,-0.38980556,-9.658119515738237,0.0009233843498785583,12.8,0.007
103.08333588,-0.37566668,-11.389372232455475,0.0009144567899996022,12.518,0.012
102.94579315,-0.39627779,-9.22560682846754,0.0009296798942241964,14.493,0.067
103.08108139,-0.3925,-14.17195514148706,0.0008000463650557024,14.121,0.018
103.02979459,-0.40591668,-13.637783297322123,0.0008427063995808705,13.849,0.046
103.06874847,-0.42447222,-11.109980488800193,0.0009188308283937612,14.687,0.127
103.02716827,-0.42625,-10.382134802368801,0.0009245971824451147,14.529,0.02
103.02716827,-0.42625,-10.382134802368801,0.0009245971824451147,14.529,0.02
103.00450134,-0.44888888,-12.643804952336726,0.0008796191137960626,14.815,0.021
103.09837723,-0.36330554,-10.698966455436203,0.0009168331451421867,14.647,0.022
103.11837288,-0.35263889,-8.142382474478351,0.0009242420809623166,14.938,0.035
103.11837288,-0.35263889,-8.142382474478351,0.0009242420809623166,14.938,0.035
103.08108139,-0.37830555,-11.037036258792925,0.0009174472406991253,15.35,0.08
103.08108139,-0.37830555,-11.037036258792925,0.0009174472406991253,15.35,0.08
103.05958048,-0.38805556,-9.90929216797733,0.000924197041869803,15.727,0.106
103.05958048,-0.38805556,-9.90929216797733,0.000924197041869803,15.727,0.106
103.07275415,-0.38175,,0.0009266376353215665,15.968,0.205
103.07275415,-0.38175,,0.0009266376353215665,15.968,0.205
103.05841829,-0.38566668,-10.82559658828995,0.0009206954017061767,16.191,0.286
103.05841829,-0.38566668,-10.82559658828995,0.0009206954017061767,16.191,0.286
103.04691466,-0.39022223,-10.027849288320734,0.0009228450584260802,16.46,0.36
103.04691466,-0.39022223,-10.027849288320734,0.0009228450584260802,16.46,0.36
103.03838348,-0.3955,-12.34480558558787,0.0008983725955824619,16.698,0.444
103.03838348,-0.3955,-12.34480558558787,0.0008983725955824619,16.698,0.444
103.03076172,-0.40036112,-10.598783631443956,0.0009217815101836879,16.958,0.529
103.03076172,-0.40036112,-10.598783631443956,0.0009217815101836879,16.958,0.529
