RA,DEC,Instrumental_B,InstrumentalB_err,Known_B,KnownB_err
103.02062225000002,-0.30508333,-16.27468692285537,0.0005222733772542537,9.535,0.001
103.01408386,-0.45511112,-15.529819568556515,0.0006632710432719194,11.202,0.001
103.00787354000002,-0.456,-15.707772140726622,0.0006287884677226648,10.739,0.001
102.89054108,-0.19208333,-15.547378503119925,0.0006609306410352507,11.183,0.001
103.15512848,-0.32233334,-14.958239496054322,0.0007686103500562693,12.222,0.005
103.04795837000002,-0.32122222,-14.089939305115088,0.0008948985071005058,13.287,0.001
103.15296173,-0.24211112,-14.80114925574991,0.0007955112808255134,12.429,0.004
103.0769577,-0.33875,-14.75609324290426,0.000801965762693814,12.417,0.004
103.11645508,-0.22863889,-14.763420001769877,0.0008020230959709809,12.427,0.004
102.87779236,-0.31630555,-14.575476307812266,0.0008302095801740748,12.707,0.006
103.16696167,-0.28741667,-13.853634254589828,0.0009245985929139058,13.523,0.005
103.01887512,-0.32730556,-14.9513470998147,0.0007673888523848512,12.428,0.002
102.95658112,-0.35436112,-12.718619096625968,0.0010095491056958928,14.915,0.009
103.04141998,-0.39222223,-14.332293988209956,0.0008655150605105972,12.896,0.004
103.07862854,-0.39244443,-14.201822667151276,0.0008819983239989025,13.047,0.004
102.86245728,-0.26002777,-13.027790900615674,0.0009946088963573396,14.372,0.002
103.0572052,-0.32227778,-13.117007810466415,0.0009852337714636495,14.214,0.005
103.04929352000002,-0.30702779,-12.992551879744871,0.0009834406832786376,14.353,0.006
103.05558014,-0.32788888,-12.151003596367802,0.0010294724503993914,15.307,0.004
103.06874847,-0.32805556,-12.920766299954348,0.000999067177602027,14.381,0.006
103.15853882,-0.27594444,-13.224218455439104,0.0009808166623672548,14.022,0.006
102.96583557,-0.33777779,-12.873904608594664,0.0010023324608999917,14.602,0.028
102.86791992,-0.27372223,-12.858920706360825,0.0010039218295326633,14.47,0.004
103.14537811,-0.25716668,-12.526420984012422,0.0010213069808687647,14.789,0.008
102.87308502,-0.41411111,-13.076519241833529,0.0009919793395194504,14.475,0.007
103.15650177000002,-0.28436112,-12.598535951020304,0.001015190885247315,14.685,0.007
102.88141632,-0.44044444,-12.664570380390458,0.0010149710643940226,14.578,0.01
103.08791351,-0.264,-11.505613715476366,0.0010485044049739847,16.034,0.015
102.91625214,-0.42830557,-12.324561509161228,0.0010289715951845326,14.794,0.037
102.96387482,-0.40591668,-7.7478016281829,0.0010696920837039807,15.151,0.048
103.00450134,-0.40102778,-10.333926681602176,0.001062776972997612,15.167,0.043
103.04929352000002,-0.38980556,,0.00106836892323796,15.375,0.055
103.08333588,-0.37566668,-10.513242853870757,0.001060770023156841,16.22,0.106
102.94579315,-0.39627779,-8.368153785634943,0.001070199669354885,15.14,0.072
103.08108139,-0.3925,-14.20381906013247,0.0008837959246681902,14.546,0.018
103.02979459,-0.40591668,-11.631703814174355,0.0010463664331750455,15.197,0.094
103.06874847,-0.42447222,-9.787569062310721,0.001068209985642439,15.752,0.128
103.02716827,-0.42625,-10.006049890727923,0.001064449438413926,14.775,0.019
103.02716827,-0.42625,-10.006049890727923,0.001064449438413926,14.775,0.019
103.00450134,-0.44888888,-11.946323104707572,0.0010324255737850932,15.032,0.018
103.09837723,-0.36330554,-9.038528395981423,0.0010639077087479828,15.024,0.022
103.11837288,-0.35263889,-8.758369541365644,0.0010672592225878848,15.305,0.037
103.11837288,-0.35263889,-8.758369541365644,0.0010672592225878848,15.305,0.037
103.08108139,-0.37830555,-10.02710383944699,0.0010629174099768064,15.679,0.08
103.08108139,-0.37830555,-10.02710383944699,0.0010629174099768064,15.679,0.08
103.05958048,-0.38805556,-7.301741158991279,0.0010693273970645283,16.019,0.102
103.05958048,-0.38805556,-7.301741158991279,0.0010693273970645283,16.019,0.102
103.07275415,-0.38175,-8.252292463648342,0.0010675154103506434,16.363,0.185
103.07275415,-0.38175,-8.252292463648342,0.0010675154103506434,16.363,0.185
103.05841829,-0.38566668,-8.770504491067566,0.0010660095638080698,16.595,0.25
103.05841829,-0.38566668,-8.770504491067566,0.0010660095638080698,16.595,0.25
103.04691466,-0.39022223,-9.370724296272074,0.0010656746141516666,16.87,0.306
103.04691466,-0.39022223,-9.370724296272074,0.0010656746141516666,16.87,0.306
103.03838348,-0.3955,-12.278395324781659,0.0010278389581575061,17.125,0.376
103.03838348,-0.3955,-12.278395324781659,0.0010278389581575061,17.125,0.376
103.03076172,-0.40036112,-9.450126239792253,0.0010666352236876344,17.387,0.442
103.03076172,-0.40036112,-9.450126239792253,0.0010666352236876344,17.387,0.442
